code,name,lecturer,description,ects
ME7B15,7B15 CURRENT RESEARCH TOPICS AND TECHNIQUES IN MEDICAL DEVICE DESIGN,ME7B15,ME7B15,0
ME7B16,7B16 LABORATORY TECHNIQUES IN CELL AND TISSUE ENGINEERING,ME7B16,ME7B16,0
ME7B18,7B18 CASE STUDYDESIGNINNOVATION,ME7B18,ME7B18,0
EE7E01,7E1 RESEARCH PROJECT,EE7E01,EE7E01,0
ET7232,A CONTEMPORARY AND HISTORICAL OVERVIEW OF EARLY INTERVENTION,ET7232,ET7232,0
HE234F,"A SURVEY OF ISLAMIC THEOLOGY, MYSTICISM AND PHILOSOPHY",HE234F,HE234F,0
HE2343,"A SURVEY OF ISLAMIC THEOLOGY, MYSTICISM AND PHILOSOPHY FROM ITS ORIGINSTO THE MO",HE2343,HE2343,0
BCRE09,"A SURVEY OF ISLAMIC THEOLOGY, PHILOSOPHY, AND MYSTICISM SUFISM FROM ITS ORIGIN",BCRE09,BCRE09,0
EN4469,A THOUSAND PLATEAUS,EN4469,EN4469,0
EN4434,A WORK OF ONES OWN WOMENS FICTION BETWEEN WARS,EN4434,EN4434,0
HI7202,A WORLD HISTORY OF COMMUNISM,HI7202,HI7202,0
PS7090,"ABA DEFINITIONS, CHARACTERISTICS  BASIC PRINCIPLES",PS7090,PS7090,0
ET7253,ACADEMIC LITERACY AND RESEARCH METHODS,ET7253,ET7253,0
PS1005,ACADEMIC SKILLS TUTORIALS 1,PS1005,PS1005,0
PS2005,ACADEMIC SKILLS TUTORIALS 2,PS2005,PS2005,0
MS1022,ACADEMIC WRITING IN ARTS  SOCIAL SCIENCES,MS1022,MS1022,0
YA1021,ACADEMIC WRITING IN ARTS AND SOCIAL SCIENCES,YA1021,YA1021,0
OR1511,ACCESSESF APPLICATION,OR1511,OR1511,0
SS8006,ACCESSING RESOURCES,SS8006,SS8006,0
BU7123,ACCOUNTING IN PRACTICE,BU7123,BU7123,0
DR3494,ACTING,DR3494,DR3494,0
LR1001,Acting and Text 1,LR1001,LR1001,0
LR2001,ACTING AND TEXT 2,LR2001,LR2001,0
NU3G06,ACUTE CARE NURSING,NU3G06,NU3G06,0
NUU34005,ACUTE CARE NURSING,NUU34005,NUU34005,0
MUS168,ADAPTATION THEORY AND PRACTICE,MUS168,MUS168,0
CS7IS5,ADAPTIVE APPLICATIONS,CS7IS5,CS7IS5,0
PH4008,ADDICTION PHARMACY,PH4008,PH4008,0
PCP17006,ADDICTION PSYCHOPHARMACOLOGY,PCP17006,PCP17006,0
PCP17009,"ADDICTION RECOVERY THEORY, TECHNIQUES AND INTERVENTION",PCP17009,PCP17009,0
PS3465,ADDICTION COGNITION AND THE BRAIN,PS3465,PS3465,0
PS3A65,ADDICTION COGNITION AND THE BRAIN,PS3A65,PS3A65,0
MA4493,ADDITIONAL PROJECT,MA4493,MA4493,0
NU3E01,ADDRESSING THE HUMAN RIGHTS OF THOSE ON THE MARGINS OF IRISH SOCIETY,NU3E01,NU3E01,0
NUU33005,ADDRESSING THE HUMAN RIGHTS OF THOSE ON THE MARGINS OF IRISH SOCIETY,NUU33005,NUU33005,0
OR1H54,ADJUSTMENT TO COLLEGE,OR1H54,OR1H54,0
LA1233,ADMINISTRATIVE LAW,LA1233,LA1233,0
LA3480,ADMINISTRATIVE LAW,LA3480,LA3480,0
PS7001,ADULT CLINICAL PSYCHOLOGY,PS7001,PS7001,0
LY4003,ADV TOP THEOLOGICAL ETHICS,LY4003,LY4003,0
PS4009,ADVANCED ACADEMIC SKILLS,PS4009,PS4009,0
DR4003,ADVANCED ACTING,DR4003,DR4003,0
NU2S04,ADVANCED ANATOMY AND PHYSIOLOGY,NU2S04,NU2S04,0
OT2031,ADVANCED ANATOMY AND PHYSIOLOGY,OT2031,OT2031,0
NUU22021,ADVANCED ANATOMY AND PHYSIOLOGY,NUU22021,NUU22021,0
OTU22008,ADVANCED ANATOMY AND PHYSIOLOGY,OTU22008,OTU22008,0
NM4018,ADVANCED ARABIC,NM4018,NM4018,0
NM4007,ADVANCED ARABIC TEXTS,NM4007,NM4007,0
NU3G05,ADVANCED BIOLOGICAL SCIENCES AND CLINICAL SKILLS,NU3G05,NU3G05,0
NUU34004,ADVANCED BIOLOGICAL SCIENCES AND CLINICAL SKILLS,NUU34004,NUU34004,0
ET8901,ADVANCED BUSINESS STUDIES PEDAGOGY AND RESEARCH,ET8901,ET8901,0
MA1132,ADVANCED CALCULUS,MA1132,MA1132,0
MA2341,ADVANCED CLASSICAL MECHANICS I,MA2341,MA2341,0
MA2342,ADVANCED CLASSICAL MECHANICS II,MA2342,MA2342,0
MD3005,ADVANCED CLINICAL AND PROFESSIONAL PRACTICE,MD3005,MD3005,0
MDU33003,Advanced Clinical and Professional Practice,MDU33003,MDU33003,0
SL7027,ADVANCED CLINICAL SKILLS ACQUIRED COMMUNICATION DISORDERS,SL7027,SL7027,0
SL7019,ADVANCED CLINICAL SKILLS DEVELOPMENTAL COMMUNICATION DISORDERS,SL7019,SL7019,0
SL7018,ADVANCED CLINICAL SKILLS DYSPHAGIA,SL7018,SL7018,0
SL7021,ADVANCED CLINICAL SKILLS VOICE,SL7021,SL7021,0
PS7050,"ADVANCED CLINICAL SUPERVISION, THEORY, SKILLS AND PROCESS",PS7050,PS7050,0
CHU44701,ADVANCED CMM,CHU44701,CHU44701,0
CS4021,ADVANCED COMPUTER ARCHITECTURE,CS4021,CS4021,0
CS4521,ADVANCED COMPUTER ARCHITECTURE,CS4521,CS4521,0
DR4037,ADVANCED COSTUME,DR4037,DR4037,0
DR4043,ADVANCED COSTUME,DR4043,DR4043,0
PS8021,ADVANCED COUNSELLING AND PSYCHOTHERAPY THEORY AND ITS APPLICATION,PS8021,PS8021,0
PS9021,ADVANCED COUNSELLING PSYCHOLOGY THEORY AND ITS APPLICATION,PS9021,PS9021,0
DE7001,ADVANCED DENTAL SCIENCE CORE COURSES,DE7001,DE7001,0
DR4015,ADVANCED DEVISING,DR4015,DR4015,0
DR4038,ADVANCED DEVISING,DR4038,DR4038,0
CM8604,ADVANCED DIAGNOSTIC AND INVASIVE CARDIOLOGY,CM8604,CM8604,0
CM7230,ADVANCED DIAGNOSTICS AND THERAPEUTICS,CM7230,CM7230,0
FSS025,ADVANCED DIGITAL VIDEO PRODUCTION,FSS025,FSS025,0
DR4004,ADVANCED DIRECTING,DR4004,DR4004,0
DR4040,ADVANCED DIRECTING,DR4040,DR4040,0
DR4021,ADVANCED DRAMA AND COMMUNITY,DR4021,DR4021,0
PH4004,ADVANCED DRUG DELIVERY,PH4004,PH4004,0
ET8902,ADVANCED ENGLISH PEDAGOGY AND RESEARCH,ET8902,ET8902,0
LA3444,ADVANCED EUROPEAN UNION LAW,LA3444,LA3444,0
PT4001,ADVANCED EXERCISE PRESCRIPTION,PT4001,PT4001,0
PTU44009,ADVANCED EXERCISE PRESCRIPTION,PTU44009,PTU44009,0
BU7118,ADVANCED FINANCIAL MANAGEMENT,BU7118,BU7118,0
ET8903,ADVANCED GEOGRAPHY PEDAGOGY AND RESEARCH,ET8903,ET8903,0
CL3355,ADVANCED GREEK,CL3355,CL3355,0
CL2255,ADVANCED GREEK,CL2255,CL2255,0
NM4006,ADVANCED HEBREW TEXTS,NM4006,NM4006,0
ET8904,ADVANCED HISTORY PEDAGOGY AND RESEARCH,ET8904,ET8904,0
CM4757,ADVANCED IMAGE INTERPRETATION,CM4757,CM4757,0
CMU44001,ADVANCED IMAGE INTERPRETATION,CMU44001,CMU44001,0
DR4033,ADVANCED INDEPENDENT PROJECT,DR4033,DR4033,0
PS3426,ADVANCED INDIVIDUAL DIFFERENCES,PS3426,PS3426,0
CS4104,ADVANCED INFORMATION SYSTEMS,CS4104,CS4104,0
CHU44104,ADVANCED INORGANIC CHEMISTRY 1,CHU44104,CHU44104,0
CHU44105,ADVANCED INORGANIC CHEMISTRY 2,CHU44105,CHU44105,0
CH4104,ADVANCED INORGANIC CHEMISTRY I,CH4104,CH4104,0
CH4105,ADVANCED INORGANIC II,CH4105,CH4105,0
MU7011,ADVANCED INSTRUMENTATION,MU7011,MU7011,0
ET8905,ADVANCED IRISH LANGUAGE PEDAGOGY AND RESEARCH,ET8905,ET8905,0
PS7011,ADVANCED ISSUES IN CLINICAL PSYCHOLOGY,PS7011,PS7011,0
ET7204,ADVANCED ISSUES IN DRAMA IN EDUCATION,ET7204,ET7204,0
NU7108,ADVANCED KNOWLEDGE TRANSLATION PRACTICUM AGEING AND INTELLECTUAL DISABILITY,NU7108,NU7108,0
CL2275,ADVANCED LATIN,CL2275,CL2275,0
CL3375,ADVANCED LATIN,CL3375,CL3375,0
PS7035,ADVANCED LIFESPAN DEVELOPMENTAL PSYCHOLOGY  THEORY AND PRACTICE,PS7035,PS7035,0
DR4016,ADVANCED LIGHTING DESIGN,DR4016,DR4016,0
CHU44601,ADVANCED MATERIALS CHEMISTRY,CHU44601,CHU44601,0
ET8906,ADVANCED MATHEMATICS PEDAGOGY AND RESEARCH,ET8906,ET8906,0
CHU44401,ADVANCED MEDCHEM 1,CHU44401,CHU44401,0
CHU44402,ADVANCED MEDCHEM 2,CHU44402,CHU44402,0
CH4401,ADVANCED MEDICINAL CHEMISTRY I,CH4401,CH4401,0
CH4402,ADVANCED MEDICINAL CHEMISTRY II,CH4402,CH4402,0
CH4403,ADVANCED MEDICINAL CHEMISTRY III,CH4403,CH4403,0
CH4404,ADVANCED MEDICINAL CHEMISTRY IV,CH4404,CH4404,0
CH4405,ADVANCED MEDICINAL CHEMISTRY V,CH4405,CH4405,0
ET8907,ADVANCED MODERN LANGUAGE PEDAGOGY AND RESEARCH,ET8907,ET8907,0
CH4702,ADVANCED MOLECULAR MODELLING II,CH4702,CH4702,0
CH4703,ADVANCED MOLECULAR MODELLING III,CH4703,CH4703,0
CH4701,ADVANCED MOLECULAR NODELLING I,CH4701,CH4701,0
DE7008,ADVANCED MULTIDISCIPLINARY ORTHO TREATMENT PROCEDURES,DE7008,DE7008,0
ET8908,ADVANCED MUSIC PEDAGOGY AND RESEARCH,ET8908,ET8908,0
NU7533,ADVANCED NURSING MANAGEMENT OF A PATIENT WITH CARDIOVASCULAR DYSFUNCTION,NU7533,NU7533,0
CMU44005,ADVANCED NUTRITION AND DIETETICS,CMU44005,CMU44005,0
CM4000,ADVANCED NUTRITION DIETETICS,CM4000,CM4000,0
OT4036,ADVANCED OCCUPATIONAL THERAPY THEORY,OT4036,OT4036,0
OTU44009,ADVANCED OCCUPATIONAL THERAPY THEORY,OTU44009,OTU44009,0
CHU44112,ADVANCED ORGANIC TRANSFORMATIONS 1,CHU44112,CHU44112,0
CHU44113,ADVANCED ORGANIC TRANSFORMATIONS 1  2,CHU44113,CHU44113,0
CH4113,ADVANCED ORGANIC TRANSFORMATIONS 2,CH4113,CH4113,0
CH4112,ADVANCED ORGANIC TRANSFORMATIONS I,CH4112,CH4112,0
DE7007,ADVANCED ORTHO TECHNIQUES,DE7007,DE7007,0
PS7097,ADVANCED PEER GROUP SUPERVISION,PS7097,PS7097,0
DR4020,ADVANCED PERFORMANCE AND TECHNOLOGY,DR4020,DR4020,0
PS3469,ADVANCED PERSONALITY AND INDIVIDUAL DIFFERENCES,PS3469,PS3469,0
PS3A69,ADVANCED PERSONALITY AND INDIVIDUAL DIFFERENCES VS,PS3A69,PS3A69,0
PHU44102,"Advanced Pharmaceutical Chemistry, Drug Discovery and Design",PHU44102,PHU44102,0
PTU44011,ADVANCED PHYIOTHERAPY PRACTICE,PTU44011,PTU44011,0
NU7515,ADVANCED PHYSICAL ASSESSMENT ANP,NU7515,NU7515,0
CHU44167,ADVANCED PHYSICAL CHEMISTRY,CHU44167,CHU44167,0
CH4106,ADVANCED PHYSICAL CHEMISTRY I,CH4106,CH4106,0
CH4107,ADVANCED PHYSICAL CHEMISTRY II,CH4107,CH4107,0
PT4005,ADVANCED PHYSIOTHERAPY PRACTICE,PT4005,PT4005,0
DR4005,ADVANCED PLAYWRITING,DR4005,DR4005,0
DR4039,ADVANCED PLAYWRITING,DR4039,DR4039,0
NU7513,ADVANCED PRACTICE IN EMERGENCY CARE THEORY AND CLINICAL PRACTICUM,NU7513,NU7513,0
NU7520,ADVANCED PRACTICE IN THE CLINICAL PRACTICUM WITH DEFINED PATHWAYS,NU7520,NU7520,0
OT4037,ADVANCED PRACTICE MODULE,OT4037,OT4037,0
OTU44010,ADVANCED PRACTICE MODULE,OTU44010,OTU44010,0
ET7811,ADVANCED PROGRAMMING WITH PYTHON,ET7811,ET7811,0
PS3412,ADVANCED PSYCHOLOGY OF LANGUAGE,PS3412,PS3412,0
PS3A12,ADVANCED PSYCHOLOGY OF LANGUAGE VS,PS3A12,PS3A12,0
BU8550,ADVANCED QUANTITATIVE RESEARCH METHODS,BU8550,BU8550,0
ET8909,ADVANCED RELIGIOUS EDUCATION PEDAGOGY AND RESEARCH,ET8909,ET8909,0
PS7080,ADVANCED RESEARCH  DATA ANALYSIS METHODS IN BEHAVIOUR ANALYSIS I,PS7080,PS7080,0
NU7015,ADVANCED RESEARCH METHODS FOR HEALTHCARE PROFESSIONALS ANP,NU7015,NU7015,0
GG3035,ADVANCED RESEARCH METHODS IN EARTH SCIENCES,GG3035,GG3035,0
GGU33935,ADVANCED RESEARCH METHODS IN EARTH SCIENCES,GGU33935,GGU33935,0
GG3028,ADVANCED RESEARCH METHODS IN GEOGRAPHY 1,GG3028,GG3028,0
GGU33928,ADVANCED RESEARCH METHODS IN GEOGRAPHY 1,GGU33928,GGU33928,0
GG3025,ADVANCED RESEARCH METHODS IN GEOGRAPHY 2,GG3025,GG3025,0
GGU33925,ADVANCED RESEARCH METHODS IN GEOGRAPHY 2,GGU33925,GGU33925,0
PG4400,ADVANCED RESEARCH SKILLS,PG4400,PG4400,0
BIU44010,ADVANCED RESEARCH SKILLS,BIU44010,BIU44010,0
PGU44003,ADVANCED RESEARCH SKILLS,PGU44003,PGU44003,0
DE4002,ADVANCED RESTORATIVE DENTISTRY,DE4002,DE4002,0
DE5002,ADVANCED RESTORATIVE DENTISTRY II,DE5002,DE5002,0
ET8911,ADVANCED SCHOOL PLACEMENT,ET8911,ET8911,0
ET8910,ADVANCED SCIENCE PEDAGOGY AND RESEARCH,ET8910,ET8910,0
FSS024,ADVANCED SCREENWRITING,FSS024,FSS024,0
CS7CS3,ADVANCED SOFTWARE ENGINEERING,CS7CS3,CS7CS3,0
DR4017,ADVANCED STAGE DESIGN,DR4017,DR4017,0
BU7516,ADVANCED STATEMENT ANALYSIS,BU7516,BU7516,0
SLU44001,ADVANCED STUDIES IN COMMUNICATION AND SWALLOWING,SLU44001,SLU44001,0
SLU44002,"ADVANCED STUDIES IN COMMUNICATION, DISABILITY AND SOCIETY",SLU44002,SLU44002,0
LI7870,ADVANCED SYNTACTIC THEORY,LI7870,LI7870,0
BU7120,ADVANCED TAXATION,BU7120,BU7120,0
CS3031,ADVANCED TELECOMMUNICATIONS,CS3031,CS3031,0
DR4036,ADVANCED THEATRE MANAGEMENT,DR4036,DR4036,0
DR4042,ADVANCED THEATRE MANAGEMENT,DR4042,DR4042,0
DR4041,ADVANCED THEATRE PRACTICE,DR4041,DR4041,0
PY4N07,ADVANCED TOPICS FOR NANOSCIENCE,PY4N07,PY4N07,0
CHU44AT1,ADVANCED TOPICS IN CHEMISTRY OPTIONS FOR VISITING STUDENTS,CHU44AT1,CHU44AT1,0
DF4016,ADVANCED TOPICS IN DEAF STUDIES,DF4016,DF4016,0
MI4M05,ADVANCED TOPICS IN MICROBIOLOGY,MI4M05,MI4M05,0
MIU44004,ADVANCED TOPICS IN MICROBIOLOGY,MIU44004,MIU44004,0
BU3670,ADVANCED TOPICS IN ORGANISATION THEORY AND ANALYSIS,BU3670,BU3670,0
PY4P07,ADVANCED TOPICS IN PHYSICS,PY4P07,PY4P07,0
PYU44P07,ADVANCED TOPICS IN PHYSICS,PYU44P07,PYU44P07,0
LY4001,ADVANCED TOPICS IN SCRIPTURE AND EXEGESIS,LY4001,LY4001,0
LY4002,ADVANCED TOPICS IN SYSTEMATIC THEOLOGY,LY4002,LY4002,0
PG4901,ADVANCED TUTORIALS IN HUMAN HEALTH AND DISEASE,PG4901,PG4901,0
PGU44010,ADVANCED TUTORIALS IN HUMAN HEALTH AND DISEASE,PGU44010,PGU44010,0
BU4550,ADVANCES IN MARKETING THEORY  PRACTICE,BU4550,BU4550,0
BU455B,ADVANCES IN MARKETING THEORY  PRACTICE,BU455B,BU455B,0
BU455C,ADVANCES IN MARKETING THEORY  PRACTICE,BU455C,BU455C,0
ZO4012,ADVANCES IN PARASITOLOGY,ZO4012,ZO4012,0
ZOU44012,ADVANCES IN PARASITOLOGY,ZOU44012,ZOU44012,0
PT4S03,ADVANCES IN PHYSIOTHERAPY,PT4S03,PT4S03,0
PTU44006,ADVANCES IN PHYSIOTHERAPY,PTU44006,PTU44006,0
RT6015,ADVANCES IN RADIATION THERAPY,RT6015,RT6015,0
CM4758,ADVANCES IN RADIOGRAPHY PRACTICE,CM4758,CM4758,0
CMU44002,ADVANCES IN RADIOGRAPY PRACTICE,CMU44002,CMU44002,0
NU7307,ADVANCING GERONTOLOGICAL NURSING PRACTICE,NU7307,NU7307,0
NU7205,ADVANCING MIDWIFERY PRACTICE,NU7205,NU7205,0
NU7008,ADVANCING THE PROFESSIONAL ROLE,NU7008,NU7008,0
NU7018,ADVANCING THE PROFESSIONAL ROLE ANP,NU7018,NU7018,0
NU7019,ADVANCING THE PROFESSIONAL ROLE NP,NU7019,NU7019,0
NU7203,ADVANCING THE THEORETICAL FOUNDATIONS OF MIDWIFERY,NU7203,NU7203,0
NU7004,ADVANCING THE THEORETICAL FOUNDATIONS OF NURSING,NU7004,NU7004,0
NU7410,ADVANCING THERAPEUTIC ENGAGEMENT SKILLS,NU7410,NU7410,0
EN4478,ADVENTURES IN HEL,EN4478,EN4478,0
BU7256,ADVERTISING AND PERSUASION STRATEGIES,BU7256,BU7256,0
BU7222,ADVERTISING MANAGEMENT,BU7222,BU7222,0
CL2364,AEGEAN BRONZE AGE I,CL2364,CL2364,0
MD2004,AETIOLOGY AND MECHANISMS OF DISEASE 1,MD2004,MD2004,0
EN4454,AFRICAN LITERATURE,EN4454,EN4454,0
PO4710,AFRICAN POLITICS,PO4710,PO4710,0
DR3418,AFRICAN THEATRE,DR3418,DR3418,0
SS4830,AGEING SOCIETIES,SS4830,SS4830,0
EN7119,AGENCY AND EMPOWERMENT IN LITERATURE FOR YOUNG ADULTS,EN7119,EN7119,0
BY2210,"AGRICULTURE, ENVIRONMENT AND BIOTECHNOLOGY",BY2210,BY2210,0
BYU22010,"AGRICULTURE, ENVIRONMENT AND BIOTECHNOLOGY",BYU22010,BYU22010,0
IR4362,AINMNEACHA AGUS SLOINNTE NA nGAEL,IR4362,IR4362,0
MA341E,ALGEBRA SEMINAR REPRESENTATIONS OF ALGEBRAS,MA341E,MA341E,0
MA3427,ALGEBRAIC TOPOLOGY I,MA3427,MA3427,0
MA3428,ALGEBRAIC TOPOLOGY II,MA3428,MA3428,0
CS2010,ALGORITHMS AND DATA STRUCTURES,CS2010,CS2010,0
CS2010E,ALGORITHMS AND DATA STRUCTURES,CS2010E,CS2010E,0
PG1101,ALLIED HEALTH SCIENCES,PG1101,PG1101,0
BU7511,ALTERNATIVE INVESTMENTS,BU7511,BU7511,0
FS1009,AMERICAN CINEMA FROM THE 1930S TO THE 1950S,FS1009,FS1009,0
FS1007,AMERICAN CINEMA FROM THE SILENT ERA TO THE 1930S,FS1007,FS1007,0
DR3492,AMERICAN DRAMA,DR3492,DR3492,0
EN1018,AMERICAN GENRES,EN1018,EN1018,0
EN4368,AMERICAN GOTHIC LANDSCAPE OF FEAR,EN4368,EN4368,0
HI1208,AMERICAN HISTORY A SURVEY,HI1208,HI1208,0
BCHIS2,AMERICAN HISTORY A SURVEY,BCHIS2,BCHIS2,0
EN4440,"AMERICAN HORROR STORIES NARRATIVE, HISTORY AND NATION",EN4440,EN4440,0
EN2060,AMERICAN IDENTITIES HARLEM RENAISSANCE TO THE PRESENT,EN2060,EN2060,0
NU3E05,AN APPRECIATION OF CONTEMPORARY POETRY IN ENGLISH,NU3E05,NU3E05,0
NUU33007,AN APPRECIATION OF CONTEMPORARY POETRY IN ENGLISH,NUU33007,NUU33007,0
LI7894,AN GHAEILGE MAR MHEN TEAGAISC,LI7894,LI7894,0
MUS188,AN INTRODUCTION TO DEBUSSYS WORLD AND MUSIC,MUS188,MUS188,0
MUS164,AN INTRODUCTION TO PHONOMUSICOLOGY,MUS164,MUS164,0
EN4301,AN INVISIBLE LITERATURE,EN4301,EN4301,0
EN34A2,AN INVISIBLE LITERATURE EXPLORING SCIENCE FICTION,EN34A2,EN34A2,0
NU9001,ANAESTHESIA RECOVERY ROOM CARE FOR NURSES AND MIDWIVES,NU9001,NU9001,0
MUS165,ANALOGUE SYNTHESIS,MUS165,MUS165,0
GL4422,"ANALYSIS IN GEOLOGICAL, EARTH AND ENVIRONMENTAL RESEARCH",GL4422,GL4422,0
GLU44922,"ANALYSIS IN GEOLOGICAL, EARTH AND ENVIRONMENTAL RESEARCH",GLU44922,GLU44922,0
MA2321,ANALYSIS IN SEVERAL REAL VARIABLES,MA2321,MA2321,0
MA2V21,ANALYSIS IN SEVERAL REAL VARIABLES,MA2V21,MA2V21,0
MA1123,ANALYSIS ON THE REAL LINE,MA1123,MA1123,0
MA1124,ANALYSIS ON THE REAL LINE II,MA1124,MA1124,0
PI4049,ANALYTIC PHILOSOPHY OF TIME,PI4049,PI4049,0
PI4149,ANALYTIC PHILOSOPHY OF TIME,PI4149,PI4149,0
GE4120,ANALYTICAL AND DEVELOPMENTAL GENETICS,GE4120,GE4120,0
GEU44003,ANALYTICAL AND DEVELOPMENTAL GENETICS,GEU44003,GEU44003,0
GE4018,ANALYTICAL AND MOLECULAR GENETICS Genetics,GE4018,GE4018,0
GE4218,ANALYTICAL AND MOLECULAR GENETICS Human Genetics,GE4218,GE4218,0
GE3M23,ANALYTICAL GENETICS LABORATORY,GE3M23,GE3M23,0
GEU33008,ANALYTICAL GENETICS LABORATORY,GEU33008,GEU33008,0
CH3403,ANALYTICAL METHODS,CH3403,CH3403,0
CHU33403,ANALYTICAL METHODS,CHU33403,CHU33403,0
BI3215,ANALYTICAL SKILLS,BI3215,BI3215,0
AN2RT1,ANATOMY,AN2RT1,AN2RT1,0
AN2S03,ANATOMY,AN2S03,AN2S03,0
ANU22002,ANATOMY,ANU22002,ANU22002,0
ANU11004,ANATOMY,ANU11004,ANU11004,0
AN2P01,ANATOMY  HEAD AND NECKNEUROANATOMY,AN2P01,AN2P01,0
AN1P01,"ANATOMY  LIMBS, BACK AND THORAX",AN1P01,AN1P01,0
ANU11002,"ANATOMY  LIMBS, BACK AND THORAX",ANU11002,ANU11002,0
NU7514,ANATOMY AND PATHOPHYSIOLOGY FOR ADVANCED PRACTICE,NU7514,NU7514,0
DE1004,ANATOMY DENTAL ANATOMY,DE1004,DE1004,0
ANU22003,ANATOMY HEAD AND NECK,ANU22003,ANU22003,0
AN1RT3,ANATOMY I,AN1RT3,AN1RT3,0
ANU11003,ANATOMY I,ANU11003,ANU11003,0
OR1A32,ANATOMY INTRO  DISSECTION SURNAMES AL,OR1A32,OR1A32,0
OR1B32,ANATOMY INTRO  DISSECTION SURNAMES MZ,OR1B32,OR1B32,0
OR1506,ANATOMY INTRO SESSION,OR1506,OR1506,0
ANU22004,ANATOMY NEUROANATOMY,ANU22004,ANU22004,0
AN1OT3,ANATOMY OF UPPER LIMB AND BACK,AN1OT3,AN1OT3,0
ANU11001,ANATOMY OF UPPER LIMB AND BACK,ANU11001,ANU11001,0
OR1534,ANATOMY TALK  INTRO TO DONOR REMAINS,OR1534,OR1534,0
OR1836,ANATOMY TALK  INTRO TO DONOR REMAINS,OR1836,OR1836,0
OR1406,ANATOMY TOUR,OR1406,OR1406,0
OR1434,ANATOMY TOUR,OR1434,OR1434,0
OR1536,ANATOMY TOUR  TBSI FOYER,OR1536,OR1536,0
CM7333,"ANATOMY, PHYSIOLOGY AND PATHOLOGY APPLIED TO NUCLEAR MEDICINE",CM7333,CM7333,0
DE1C03,"ANATOMY, PUBLIC ORAL HEALTH AND SOCIAL CONCEPTS IN DENTISTRY",DE1C03,DE1C03,0
BCNM08,ANCIENT EMPIRES IN THE NEAR EASTERN AND MEDITERRANEAN WORLDS,BCNM08,BCNM08,0
NM2333,ANCIENT EMPIRES IN THE NEAR EASTERN AND MEDITTERRANEAN WORLDS,NM2333,NM2333,0
NM2335,ANCIENT EMPIRES IN THE NEAR EASTERN AND MEDITTERRANEAN WORLDS VS,NM2335,NM2335,0
PI4024,ANCIENT PHILOSOPHY,PI4024,PI4024,0
PI4124,ANCIENT PHILOSOPHY,PI4124,PI4124,0
PI7107,ANCIENT PHILOSOPHY,PI7107,PI7107,0
PI8002,ANCIENT PHILOSOPHY,PI8002,PI8002,0
BO3111,ANGIOSPERM DIVERSITY AND SYSTEMATICS,BO3111,BO3111,0
BOU33111,ANGIOSPERM DIVERSITY AND SYSTEMATICS,BOU33111,BOU33111,0
TH8825,ANGLICAN STUDIES IN AN IRISH CONTEXT,TH8825,TH8825,0
TH8825B,ANGLICAN STUDIES IN AN IRISH CONTEXT,TH8825B,TH8825B,0
EN2025,ANGLOSAXON IDENTITY,EN2025,EN2025,0
ZO3003,ANIMAL DIVERSITY,ZO3003,ZO3003,0
ZOU33003,ANIMAL DIVERSITY,ZOU33003,ZOU33003,0
ZOU33004,ANIMAL DIVERSITY II,ZOU33004,ZOU33004,0
CL4044,ANTHROPOLOGY AND THE GREEKS,CL4044,CL4044,0
CM7003,ANTIMICROBIAL THERAPY  RESISTANCE,CM7003,CM7003,0
HA4324,ANTIQUITY AND INNOVATION IN EARLY MEDIEVAL ART,HA4324,HA4324,0
HA2078,ANTIQUITY AND INNOVATION IN EARLY MEDIEVAL ART VS,HA2078,HA2078,0
DE7053,ANXIETY CONTROL AND OTHER CONCIOUS SEDATION TECHNIQUES,DE7053,DE7053,0
CL3061,APPIAN,CL3061,CL3061,0
CL4061,APPIAN,CL4061,CL4061,0
ET5108,APPLICATION OF NUMBERS,ET5108,ET5108,0
PS7088,APPLICATIONS OF RECENT THEORETICAL ADVANCES IN BEHAVIOURAL ANALYSIS,PS7088,PS7088,0
OT1008,APPLIED ANATOMY FOR OCCUPATIONAL THERAPY,OT1008,OT1008,0
OTU11011,APPLIED ANATOMY FOR OCCUPATIONAL THERAPY,OTU11011,OTU11011,0
MI3M06,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,MI3M06,MI3M06,0
MIU33006,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,MIU33006,MIU33006,0
DE7049,APPLIED BIOLOGY RELEVANT TO CONSCIOUS SEDATION,DE7049,DE7049,0
DR3422,APPLIED COSTUME,DR3422,DR3422,0
DR3431,APPLIED DEVISING,DR3431,DR3431,0
DR3001,APPLIED DIRECTING,DR3001,DR3001,0
DR3464,APPLIED DRAMA AND COMMUNITY,DR3464,DR3464,0
EC4150,APPLIED ECONOMICS,EC4150,EC4150,0
EC415B,APPLIED ECONOMICS,EC415B,EC415B,0
EC415C,APPLIED ECONOMICS,EC415C,EC415C,0
CO7049,APPLIED EPIDEMIOLOGY IN HUMANITARIAN EMERGENCIES,CO7049,CO7049,0
BU354B,APPLIED FINANCE,BU354B,BU354B,0
PS7064,APPLIED FORENSIC PSYCHOLOGY,PS7064,PS7064,0
GL4425,APPLIED GEOPHYSICS,GL4425,GL4425,0
GLU44925,APPLIED GEOPHYSICS,GLU44925,GLU44925,0
ET5106,APPLIED HEALTH SCIENCE BODY SYSTEMS AND FUNCTION,ET5106,ET5106,0
